user_id,product_id,aisle_id,department_id,product_name,is_ordered_history,index_in_order_history,order_size_history,reorder_size_history,order_number_history,label
48,43662,120,16,"Yogurt, Strained Low-Fat, Coconut",0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,35855,17,13,Unbleached All-Purpose Flour,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,42768,59,15,Organic Garbanzo Beans,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,31506,19,13,Extra Virgin Olive Oil,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,27156,59,15,Organic Black Beans,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,41238,4,9,Parmesan Couscous Mix,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,25879,84,16,Organic Whole Milk Strawberry Kefir,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,21405,83,4,"Organic Red Radish, Bunch",0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,11046,2,16,Humboldt Fog,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,28842,16,4,Bunched Cilantro,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,32177,24,4,Blood Oranges,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,19508,128,3,Corn Tortillas,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,38456,24,4,Large Grapefruit,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,18232,122,12,Beef Skirt Steak,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,26298,79,1,Thin Crust Margherita Pizza with Fresh Mozzarella & Basil,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,17720,130,14,Hot Oatmeal Variety Pack,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,43961,123,4,Organic Peeled Whole Baby Carrots,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,11453,3,19,Almond Crunch Meal Bar,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,33731,21,16,Grated Parmesan,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,37065,83,4,Serrano Chile Peppers,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,5450,24,4,Small Hass Avocado,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,45007,83,4,Organic Zucchini,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,47823,120,16,Organic Vanilla Kefir,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,22613,94,7,Organic African Nectar Herbal Tea,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,8277,24,4,Apple Honeycrisp Organic,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,36695,83,4,Organic Hothouse Cucumbers,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,34137,3,19,Chocolate Sea Salt,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,34012,91,16,Almond Breeze Chocolate Almond Milk,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,44636,24,4,Organic Cameo Apple,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,43999,131,9,"Bucatini, No. 15",0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,26209,24,4,Limes,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,34786,76,6,Tikka Masala Simmer Sauce,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,39267,66,6,Chili Oil,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,5605,104,13,Sesame Seed,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,23909,84,16,2% Reduced Fat Milk,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,4455,48,14,Raspberry Cereal,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,29287,12,9,Organic Vegetarian & Delicious Four Cheese Tortelloni,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,33000,36,16,Pure Irish Butter,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,33002,3,19,Wholeberry Blast Meal Bar,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,27625,24,4,Organic Lady Alice Apples,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,24940,17,13,Rapid Rise Fast Acting Instant Yeast,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,21616,123,4,Organic Baby Arugula,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,20339,31,7,Chocolate Protein Soy & Dairy Protein Shake,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
48,5621,104,13,Sea Salt Fine Crystals,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,4855,123,4,Diced Butternut Squash,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,8057,12,9,Organic Chicken & Mozzarella Ravioli,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,29307,123,4,Baby Arugula,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,24830,123,4,Organic Romaine,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,0
48,0,0,0,0,1 1 1 1 1 1 1 1 1,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10,1
49,38400,83,4,Asparation/Broccolini/Baby Broccoli,0 0 0 0 0 0 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,10241,17,13,Powdered Confectioners Sugar,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,37646,24,4,Organic Gala Apples,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,49683,83,4,Cucumber Kirby,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,148,24,4,Nectarines,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,2966,98,7,Pure Coconut Water,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,18072,131,9,Organic Gluten Free Elbow Pasta,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,42904,85,17,Big Bowl Round Containers + Lids,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,16797,24,4,Strawberries,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,1
49,2846,83,4,Organic Green Onions,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,33184,69,15,Condensed Cream of Mushroom Soup,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,24231,37,1,Tahitian Vanilla Bean Gelato,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,28204,24,4,Organic Fuji Apple,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,47788,24,4,Honeydew Melon,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,21938,83,4,Green Bell Pepper,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,14901,117,19,Raisins,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,16696,77,7,Coke Classic,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,25919,21,16,Parmesan Shredded Cheese,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,31040,107,19,Sea Salt Pita Chips,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,24516,17,13,Pure Cane Dark Brown Sugar,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,44486,99,15,Crushed Pineapple in Juice,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,33735,59,15,Chick Peas Garbanzos,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,44359,83,4,Organic Small Bunch Celery,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,15689,78,19,Crispy Gluten Free Baked Multigrain Crackers,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,17487,31,7,Orange Juice 100% Juice,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,45007,83,4,Organic Zucchini,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,36180,63,9,Red Kidney Beans,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,46680,85,17,"Tall Entree Containers & Lids Containers, Tight Seal, Large Squares",0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,1752,37,1,Mango Sorbet,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,19162,72,13,Organic Sesame Tahini,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,7644,107,19,Scoops! Tortilla Chips,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,4317,95,15,Solid White Albacore Tuna In Water,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,7646,78,19,Artisan Sesame Seeds Nut & Rice Cracker Snacks,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,41950,83,4,Organic Tomato Cluster,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,10336,17,13,Organic Turbinado Sugar,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,1376,105,13,Buttermilk Biscuits,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,31467,9,9,Sockarooni Spaghetti Sauce,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,12916,77,7,Ginger Ale,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,1398,37,1,Ice Bag,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,13431,105,13,Flaky Biscuits,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,35833,106,12,Andouille  Chicken & Turkey Sausage,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,1
49,10492,66,6,Coconut Milk,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,0
49,0,0,0,0,1 1 1 1 1 1 1,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,1 2 3 4 5 6 7 8,1
50,33303,123,4,Organic Hummus,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,0
50,18465,86,16,Organic Grade A Free Range Large Brown Eggs,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,0
50,6182,115,7,Natural Artesian Bottled Water,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,1
50,48679,83,4,Organic Garnet Sweet Potato (Yam),0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,0
50,4656,88,13,Raspberry Preserves,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67,0
