user_id,order_ids,order_numbers,product_ids,aisle_ids,department_ids,reorders
77,2669994 2896422 474349 1574973 2878839 431626 2239642 1094601 2525859 1941570 2432711 737247,1 2 3 4 5 6 7 8 9 10 11 12,26242_2314_23236_18370_19478_48235_22935_405_28156_42824_27845_27454_21137 11136_40604_34656_44142_47626_22247_11520_11777_21137_4920_41593_24964_20127 11520_31215_22151_13646_13877_47229_22474_20169_41177_18176_47167_17600 43713_41642_6342_36735_46886_40198_35899_38622 4605_14197_405_43789_18370_37119_42736_25890_40593_47042_17155_46886_22151_6972_28535_43772_27864_24852 35899_45767_44479_32734_27040_34065_49533_33709_41177_47209_16797_26604_11777_21477_48235 42736_17956_27845_42768_13984_28842_30169_4605_13304_35510_16145_38739_19019_41463_5024_5769_42625_37131_26604_11777 44570_16145_13852_42768_44479_16757_32515_48726_47029_11777_26604_4605_38739_41177_37131_15975_25890_11136_47167_35899_19019_28156_31433_5025_28849 34993_40198_22151_47167_11777_26604_37131_36735_20015_45633_33043_31433_4210_45066 42342_12206_6615_38739_42617_4799_19678_42736_22151_40198_46886_34993_17183_18370_9327_11777_20169_4210_34358 32446_8518_36735_17619_12496_20114_28842_38739_43772_5818_1999_31035_21903_8670_45264_19048_42768_27845_22151_40198_46886_34993_5025_11777 22151_40198_46886_34993_37131_11777_49533_4302_25890_34126_34358_35939_17299_1999_26209_21332_36735_47167_42736_20169_4605_9092,63_108_116_21_9_35_83_81_120_116_84_78_24 69_21_78_83_24_16_86_123_24_123_21_83_59 86_120_120_67_15_123_78_50_50_92_92_120 88_88_88_96_120_120_50_78 83_9_81_16_21_96_36_49_108_83_51_120_120_72_51_83_93_24 50_92_21_131_9_81_17_51_50_24_24_24_123_69_35 36_90_84_59_16_16_120_83_81_83_59_83_96_59_59_69_16_83_24_123 83_59_83_59_21_53_120_120_120_123_24_83_83_50_83_72_49_69_92_50_96_120_121_83_59 120_120_120_92_123_24_83_96_67_106_105_121_84_24 96_9_21_83_59_21_83_36_120_120_120_120_120_21_104_123_50_84_83 83_83_96_66_83_83_16_83_83_83_69_12_123_81_116_83_59_84_120_120_120_120_83_123 120_120_120_120_83_123_17_116_49_16_83_83_81_69_24_63_96_92_36_50_83_69,9_16_1_16_9_12_4_15_16_1_16_19_4 15_16_19_4_4_4_16_4_4_4_16_4_15 16_16_16_20_12_4_19_19_19_18_18_16 13_13_13_20_16_16_19_19 4_9_15_4_16_20_16_12_16_4_13_16_16_13_13_4_3_4 19_18_16_9_9_15_13_13_19_4_4_4_4_15_12 16_7_16_15_4_4_16_4_15_4_15_4_20_15_15_15_4_4_4_4 4_15_4_15_16_16_16_16_16_4_4_4_4_19_4_13_12_15_18_19_20_16_14_4_15 16_16_16_18_4_4_4_20_20_12_13_14_16_4 20_9_16_4_15_16_4_16_16_16_16_16_16_16_13_4_19_16_4 4_4_20_6_4_4_4_4_4_4_15_9_4_15_1_4_15_16_16_16_16_16_4_4 16_16_16_16_4_4_13_1_12_4_4_4_15_15_4_9_20_18_16_19_4_15,0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
78,609104 843529 85768 3001769 91957 1009350,1 2 3 4 5 6,23687_48290 23687 9387_22615_15363_42904_9623_48015_18880 9387_18880 24838_47759_45061_16965_38563_26709_1689_26604_19604_29908_32942_44008_37055_5124_13643_45965_11262_9551 40648_7901_20754_4649_15137_47194_27778_36816_35771_43488_43130,43_21 43 24_85_85_85_115_115_69 24_69 91_24_37_37_37_79_112_24_24_130_130_120_59_38_77_130_130_88 77_37_37_54_6_54_94_11_45_129_79,3_16 3 4_17_17_17_7_7_15 4_15 16_4_1_1_1_1_3_4_4_14_14_16_15_1_7_14_14_13 7_1_1_17_2_17_7_11_19_1_1,0_0 0 0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0
79,1913204 3189274 2667939 2246974 1390523 2726708 1882917,1 2 3 4 5 6 7,34243_13176_3896_36550_16616_15392_29447_32747_5134_45570_4656_41521 36550_32747_3896_21137_13176_49655_28204_45570 32747_13176_42828_36550_21137_27966_41387_11535_36929_42105 32747_27845_13176_21137_5876_19057_47209_44910_34262_45570_3896_39108_40678_34243_43961_31671_22281 32747_13176_34243_29447_3896_44910_45570_47209_36550_43961_5876_22281_34262_19057_27845_15728_4656_37792_23029_22035_21137_25824_30489_31342_13620_48395 40678_44910_45570_47209_13176_29987_25965_43037 13176_47209_36550_29987_27845_20842_23233_42585_19057_21137_25513_37464,83_24_112_86_123_72_84_84_117_120_88_13 86_84_112_24_24_98_24_120 84_24_108_86_24_123_111_111_84_26 84_84_24_24_24_24_24_123_78_120_112_31_64_83_123_26_1 84_24_83_84_112_123_120_24_86_123_24_1_78_24_84_13_88_107_96_21_24_107_67_14_13_63 64_123_120_24_24_21_1_1 24_24_86_21_84_120_112_14_24_24_23_130,4_4_3_16_4_13_16_16_19_16_13_20 16_16_3_4_4_7_4_16 16_4_16_16_4_4_17_17_16_7 16_16_4_4_4_4_4_4_19_16_3_7_7_4_4_7_20 16_4_4_16_3_4_16_4_16_4_4_20_19_4_16_20_13_19_20_16_4_19_20_20_20_9 7_4_16_4_4_16_20_20 4_4_16_16_16_16_3_20_4_4_19_14,0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0
80,1331103 2122341 2875845 338550 3348165 1141480 3276030 1631228 1506191 2434894 3090438 2001654,1 2 3 4 5 6 7 8 9 10 11 12,24010_13176 13176_47630_9387_8710_15842_5250_10551_33716_4920_22963_12845_22031_38739 18441_6948_13176_47630_15842_8710_28986_30450_4920_4792 15842_8710_47630_13176_33002_5131_4792_11140_29487_33716_49683_47626 31371_31634_9387_47630_13176 13176_47630_15842_8710_10644_4920_8193_43713_8986_3583_9387_45066_5131_33002_28849 13176_15842_8710_47630_9387_4920_24010_17149_12779_44683_22849_25890_21903_48523_46979_12872_8518_16797 13176_47630_15842_8710_29487_43713_4792_12545_37019 47626_15842_8710_47630_13176_3583_4792_40545_8193_49683_48878 15842_8710_47630_13176_24010_12545_4792_48878_48523_7035_4920_45066_43713_33002_42812 13176_15842_8710_47630_4792_33002_45066_24010_43713_7035 13176_47630_15842_8710_7035_24010_9387_10343,52_24 24_24_24_120_120_3_3_3_123_96_117_123_83 72_91_24_24_120_120_106_88_123_121 120_120_24_24_3_3_121_123_83_3_83_24 93_130_24_24_24 24_24_120_120_19_123_83_88_120_84_24_24_3_3_59 24_120_120_24_24_123_52_34_83_83_123_49_123_37_83_131_83_24 24_24_120_120_83_88_121_91_37 24_120_120_24_24_84_121_116_83_83_78 120_120_24_24_52_91_121_78_37_100_123_24_88_3_3 24_120_120_24_121_3_24_52_88_100 24_24_120_120_100_52_24_38,1_4 4_4_4_16_16_19_19_19_4_20_19_4_4 13_16_4_4_16_16_12_13_4_14 16_16_4_4_19_19_14_4_4_19_4_4 3_14_4_4_4 4_4_16_16_13_4_4_13_16_16_4_4_19_19_15 4_16_16_4_4_4_1_1_4_4_4_12_4_1_4_9_4_4 4_4_16_16_4_13_14_16_1 4_16_16_4_4_16_14_1_4_4_19 16_16_4_4_1_16_14_19_1_21_4_4_13_19_19 4_16_16_4_14_19_4_1_13_21 4_4_16_16_21_1_4_1,0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0
81,3097714 1310932 2759128 2027712 1812985 2139400 1928924,1 2 3 4 5 6 7,13176_15200_11365 19887 36472_196_14715_22362 13176_6184_38768_41352_47348 196_12341_6184_38768 17902_30827_116 17902_12341_8048_44683_9601_38768_30720,24_83_32 91 48_77_98_61 24_32_32_17_97 77_32_32_32 86_32_93 86_32_32_83_83_32_83,4_4_4 16 14_7_7_19 4_4_4_13_13 7_4_4_4 16_4_3 16_4_4_4_4_4_4,0_0_0 0 0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0 0_0_0_0_0_0_0
82,1889835 762760 499460 2728456 80629 2653743 2232529 63916 1358880 343588 2500881 1493222 1501349 1854627 3034663 2222448 760382 147262 3144004,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19,13176_38300_13575_38928_43721_196_45128_37710_46149 39581_37710_38928_13575_13176 46149_196 196_38928_13176_37710_13575_46149_39581_30450_43721_10441_49235 13575_10441_30450_37710_38928_13176_16953_41400 37710_39581_45128_16732_196 37710_13575_38928_13176_49235_6184_11759 27839_39275 196_49235_16953_30450_13575_13176_39275_43352_37710 196_49235_16953_30450_39275_13575_43352_37710 13176_13575_6184_10441_45128_21100_49235_48812 13575_13176_39275_6184_43352_42265 13575_13176_49235_43352_37710_39275_39581_38928_16953_30450_11759_17957 13575_13176_49235_43352_39275_39581_30450_11759_10441 196_48193_13575_13176_9076_43352_38928_43721_27839 13575_13176_49235_39275_43352_6184_42265 13575_13176_49235_39581_11759_30450_38928 196 196_13176_13575_49235_38928_39275,24_60_24_120_46_77_45_125_77 53_125_120_24_24 77_77 77_120_24_125_24_77_53_88_46_117_53 24_117_88_125_120_24_88_3 125_53_45_45_77 125_24_120_24_53_32_107 45_123 77_53_88_88_24_24_123_32_125 77_53_88_88_123_24_32_125 24_24_32_117_45_45_53_85 24_24_123_32_32_123 24_24_53_32_125_123_53_120_88_88_107_99 24_24_53_32_123_53_88_107_117 77_104_24_24_116_32_120_46_45 24_24_53_123_32_32_123 24_24_53_53_107_88_120 77 77_24_24_53_120_123,4_17_4_16_19_7_19_19_7 16_19_16_4_4 7_7 7_16_4_19_4_7_16_13_19_19_16 4_19_13_19_16_4_13_19 19_16_19_19_7 19_4_16_4_16_4_19 19_4 7_16_13_13_4_4_4_4_19 7_16_13_13_4_4_4_19 4_4_4_19_19_19_16_17 4_4_4_4_4_4 4_4_16_4_19_4_16_16_13_13_19_15 4_4_16_4_4_16_13_19_19 7_13_4_4_1_4_16_19_19 4_4_16_4_4_4_4 4_4_16_16_19_13_16 7 7_4_4_16_16_4,0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0 0_0_0_0_0_0
83,3357168 251784 3211781 1469604 1515062 1342998,1 2 3 4 5 6,10017_44560_34163_28286_16254_24157_20600_41844_23952_4792_45965_27521_5621_1643_42828 2186_42699_25753 46496_42139_24157 24157_25513_16254_46496_28286_24841_20600_39094_18288 46496_24841 47521_42828_24157_25513_16254_20600_26856,39_3_3_3_3_61_23_121_121_121_130_83_104_21_108 4_131_52 3_61_61 61_23_3_3_3_107_23_107_107 3_107 78_108_61_23_3_23_112,12_19_19_19_19_19_19_14_14_14_14_4_13_16_16 9_9_1 19_19_19 19_19_19_19_19_19_19_19_19 19_19 19_16_19_19_19_19_3,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0 0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0
84,721266 2951016 1505422 3178292 3413579 1726905 2965907 2128144,1 2 3 4 5 6 7 8,3896_45066_47156_12312_39162_7704_23165_35535_21903_45007_38190 48595_4086_49191_49520_44632_20114 45535_28373_17794_44359_3896_4086_1158 49520_3896_4086 12312_47766_40396_17484_34448_48595 3896_47766_48595_34448_14633_12576_49520_27737_18465_1158 24964_23165_35535_21903_45007_9000_46979_47626_26209_4605_14678_44987_8670_39812_3896_47766 13629_36127_47734_49520_7299,112_24_53_25_25_104_83_83_123_83_49 78_16_115_115_115_83 69_13_83_83_112_16_116 115_112_16 25_24_67_107_50_78 112_24_78_50_107_115_115_38_86_116 83_83_83_123_83_83_83_24_24_83_116_53_81_16_112_24 83_31_83_115_10,3_4_16_11_11_13_4_4_4_4_12 19_4_7_7_7_4 15_20_4_4_3_4_1 7_3_4 11_4_20_19_19_19 3_4_19_19_19_7_7_1_16_1 4_4_4_4_4_4_4_4_4_4_1_16_15_4_3_4 4_7_4_7_17,0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0
85,3001081 2299972 2900024 267052 2568558 1122034 2430990,1 2 3 4 5 6 7,24852 11520 11520 13176_13280_1695_40146_8277 13176_21137_21903_40146_34243_45007_8277_32177_12703_35547_23165_42585 1695_13176_40146_42585_21137_21903 40146_21137_1695_13280,24 86 86 24_19_26_91_24 24_24_123_91_83_83_24_24_123_83_83_14 26_24_91_14_24_123 91_24_26_19,4 16 16 4_13_7_16_4 4_4_4_16_4_4_4_4_4_4_4_20 7_4_16_20_4_4 16_4_7_13,0 0 0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0
86,465767 581503 3290220 3125222 1619617 1738766 3327421 3273951 1010713 1007570 1048460 3088266 2677797 356022 2408754 2013249 2549405,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17,48287_27695_27541_13176_39928_31915_26604_47766_45007_41065_14992_1158_24489_17948_8518_31717_26369_5876_24495_46229_19115 31915_5876_8174_26209_12254_329_2966_40706_27695_23304_10504_17794_1529_33731_40604_22247_15290_10246_28437_41220_17948_2228_34584_46802 49131_21903_47209_39794_31915_28985_32230_5876_45200_31717_38996_1529_24964_10017_12254 21616_41593_44661_34243_49383_12206_26209_31717_22935_2078_5876_13629_43789_16145_8518_39529_47209_248_16185_34126_46906 41065_21903_26209_31915_36010_47209_26894_32230_35951_26604_17948_24489_8518_34126_43122_34358_31717 33731_40604_17948_24082_43014_31717_7156_26894_10017_18027_27695_6740_47209_35951_22935 12320_8006_45063_33731_37687_41593_7156_45200_45007_24082_13176_24489_17948_35951_38453_18090 26894_13176_24082_27695_2078_17948_35951_13535_35168_28547_8193_38093_17794_8518_30391_18027_47209_37646_14704 28204_35951_26894_25968_34126_38693_9159_8518_36695_35163_45063_15937_7862_21616_6615_27344_26604_27966_27695 3376_24964_5876_2846_26209_21903_22947_31717_17794_47209_35951_26894_34126_8518_27695 37158_22849_19519_39984_7063_40706_329_13176_26604_40723_7156_2846_33731 47209_18027_21938_26209_9839_5991_29270_16249_48094 34126_47209_38693_47907_24964_8518_24489_13176_26369 34126_16249_13176_17948_27695_35951_18234_26369_33731_38693_17794 47209_21903_35951_17948_13176_34126_47907_45570_47388_3066_43014_5876_8518_40723_26369 18027_16185_37158_47209_37646_39275_35951_32230_24489_17948_13176_33731_8518_30391 43014_47209_17794_3464_36389_38207_21938_22935_23622_43789_5876_22825_21137_13852,34_106_120_24_24_24_24_24_83_83_83_116_116_116_83_16_83_24_3_3_3 24_24_24_24_123_84_98_123_106_106_83_83_16_21_21_16_83_83_122_83_116_116_116_116 96_123_24_24_24_83_120_24_83_16_83_16_83_39_123 123_21_83_83_83_9_24_16_83_36_24_83_16_59_83_65_24_117_21_16_24 83_123_24_24_131_24_84_120_91_24_116_116_83_16_24_83_16 21_21_116_116_123_16_120_84_39_112_106_24_24_91_83 9_110_123_21_123_21_120_83_83_116_24_116_116_91_84_24 84_24_116_106_36_116_91_51_128_5_83_5_83_83_83_112_24_24_24 24_91_84_15_16_24_110_83_83_83_123_83_34_123_21_96_24_123_106 81_83_24_83_24_123_120_16_83_24_91_84_16_83_106 52_123_104_16_97_123_84_24_24_24_120_83_21 24_112_83_24_83_83_31_83_81 16_24_24_106_83_83_116_24_83 16_83_24_116_106_91_83_83_21_24_83 24_123_91_116_24_16_106_120_120_91_123_24_83_24_83 112_21_52_24_24_123_91_120_116_116_24_21_83_83 123_24_83_83_83_83_83_83_83_16_24_24_24_83,1_12_16_4_4_4_4_4_4_4_4_1_1_1_4_4_4_4_19_19_19 4_4_4_4_4_16_7_4_12_12_4_4_4_16_16_4_4_4_12_4_1_1_1_1 20_4_4_4_4_4_16_4_4_4_4_4_4_12_4 4_16_4_4_4_9_4_4_4_16_4_4_4_15_4_11_4_19_16_4_4 4_4_4_4_9_4_16_16_16_4_1_1_4_4_4_4_4 16_16_1_1_4_4_16_16_12_3_12_4_4_16_4 9_13_4_16_4_16_16_4_4_1_4_1_1_16_16_4 16_4_1_12_16_1_16_13_3_13_4_13_4_4_4_3_4_4_4 4_16_16_12_4_4_13_4_4_4_4_4_1_4_16_20_4_4_12 15_4_4_4_4_4_16_4_4_4_16_16_4_4_12 1_4_13_4_13_4_16_4_4_4_16_4_16 4_3_4_4_4_4_7_4_15 4_4_4_12_4_4_1_4_4 4_4_4_1_12_16_4_4_16_4_4 4_4_16_1_4_4_12_16_16_16_4_4_4_4_4 3_16_1_4_4_4_16_16_1_1_4_16_4_4 4_4_4_4_4_4_4_4_4_4_4_4_4_4,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0
87,838910 1881440 2884724 3300079 88090 3272229 3200018 1963716 2668477 3000782 370956 2987007 161814 886786 2385684 1192814 2462716 1803772 1276879 546407 2928597 122960 2483641 2482940 394109 2042430 1962113,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27,29447_20704_5460_5385_16275 39527_27104_43772_21616_48644 44475_29615_29447_39719_41067 45608_29615_29447 29447 29615_33198_29447 29447_5460 5385 29447_5385 33198_5385_27104 29615 29447 29373_29615_27395_48790_21828_39475 29615_48790_29447_22788_3835_2391_25869_47479 30391_48790_47626_42110_44570 29447_29615_37066_30233_27395_30391_44570_47626_29487_31553 40336_21333_37066_27395_29615_29373_2391_3835_48790 30391_47626_44570_29487_29615_25869_22788 29447_29615_30233_30391_44570_29487_2187_21137 29447_29615_48790_3835_2187_25869_25824_40336 29615_27471_2164_2391_29373_27104_18132_27323_21333_5296_41377 29447_30233_29615_48790_18523_33787_30391_47626_44570_41771_13076_29487_14381 3835_2187_48790_11014_21333_29615_29487_30391_21137_44570_26475_25824_27471_39527_30233_43263_27104 29447_2187_21137_25869 31553_29447_33000_17200_29615_18132_27104_29487_39719_30233_15937 39719_30233_29447_3835_21137_33787_24852_47626_29487_26475_27471_19057_3999_44570 30233_29615_21137_30391_24852_29487_47626_44570_19057_3999_40571_33787_15109,84_134_36_112_124 84_83_83_123_106 121_112_84_12_77 104_112_84 84 112_115_84 84_36 112 84_112 115_112_83 112 84 120_112_120_92_65_120 112_92_84_21_98_52_98_72 83_92_24_4_83 84_112_120_86_120_83_83_24_83_83 23_108_120_120_112_120_52_98_92 83_24_83_83_112_98_21 84_112_86_83_83_83_84_24 84_112_92_98_84_98_107_23 112_107_52_52_120_83_2_108_108_117_89 84_86_112_92_120_120_83_24_83_123_123_83_78 98_84_92_107_108_112_83_83_24_83_109_107_107_84_86_3_83 84_84_24_98 83_84_36_88_112_2_83_83_12_86_83 12_86_84_98_24_120_24_24_83_109_107_24_24_83 86_112_24_83_24_83_24_83_24_24_120_120_52,16_5_16_3_5 16_4_4_4_12 14_3_16_9_7 13_3_16 16 3_7_16 16_16 3 16_3 7_3_4 3 16 16_3_16_18_11_16 3_18_16_16_7_1_7_13 4_18_4_9_4 16_3_16_16_16_4_4_4_4_4 19_16_16_16_3_16_1_7_18 4_4_4_4_3_7_16 16_3_16_4_4_4_16_4 16_3_18_7_16_7_19_19 3_19_1_1_16_4_16_16_16_19_13 16_16_3_18_16_16_4_4_4_4_4_4_19 7_16_18_19_16_3_4_4_4_4_11_19_19_16_16_19_4 16_16_4_7 4_16_16_13_3_16_4_4_9_16_4 9_16_16_7_4_16_4_4_4_11_19_4_4_4 16_3_4_4_4_4_4_4_4_4_16_16_1,0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0 0 0_0_0 0_0 0 0_0 0_0_0 0 0 0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0
88,1895573 1506478 1963964 2760558 253625 2377648 2062476,1 2 3 4 5 6 7,35384 35384 35384_31513_35921_26856_6104 35384 35384 35384 35384,40 40 40_120_86_112_120 40 40 40 40,8 8 8_16_16_3_16 8 8 8 8,0 0 0_0_0_0_0 0 0 0 0
89,2523132 1791727 148717 3059813 91180 2149569 1596917 1286556 2380355 2753281 2034759 275380 2428804 998554 2860113 3383132 624246 1874428 2524081 3025545,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,18689_44815_30489_42625_39693_41220_9092_23094_13780_8518_16349_28601_35973_41690 27881_30510_19240_27555_31114_49_46667 48493_15984_44815_48220_30510_24852_9092_31727_35939_44359_8670_49175 38764_2597_24964_38266_27881_8518_8670_31727_3469_23094 44815_5024_28601_39558_32267_42585_48493_10246 21230_30489_35939_8518_39558_44815_42585_8670_31727_24852_24964_9092_31114_27521_43760_25824 24852_39558_8518_8670_30489_49175_44359_35997_24964_3469_35939_35951_41220_9092_46913 42768_23094_48493_3469_35951 35951_39558_24964_9092_41570_28601_41220_28985_41950_27881_32850_8670_16145_3469_25824_44815 23094_46913 42768_23094_48493_8518_44359_35951_28985_8670_16145 48493_42585_35951_24964_2597_16145 35951_48493_8670_42585_3469_16759_24964_13782_27881_27521_21903 35951_8670_24964_42585_16145_32850_23516_8518_41570_18963_35939_49175_32734 10749_28985_21903_35939_35951_24964_8670_3469_44815_49175_5024_44359_42585_27881_18985 18689_31727_31114_25824_35140_28785_49175_35939_8670_30450_30489_24489_13598 35951_35939_42585_3469_28985_27521_16145_16759_8670_41570_4461_48220_31635_15984_10246 24964_8670_8518_48493_21903_7485_25824_16759_35140_40789_39558_42585_38419_49175_15984_5024_3469_30489_27521_39877_27966 42585_35951_35939_39558_8670_8518_21903_5024_31727_23516_8421_42052_48679_46667_27521_49175_29669_15528 35951_3469_42585_8670_27521_30489_39558_27881_8518_31114_27156_35939_24964,108_91_67_16_16_83_69_69_16_83_83_83_104_83 110_98_107_107_25_14_83 91_120_91_120_98_24_69_81_83_83_81_59 25_19_83_16_110_83_81_81_59_69 91_59_83_83_31_14_91_83 23_67_83_83_83_91_14_81_81_24_83_69_25_83_14_107 24_83_83_81_67_59_83_100_83_59_83_91_83_69_21 59_69_91_59_91 91_83_83_69_17_83_83_83_83_110_17_81_59_59_107_91 69_21 59_69_91_83_83_91_83_81_59 91_14_91_83_19_59 91_91_81_14_59_83_83_25_110_83_123 91_81_83_14_59_17_17_83_17_19_83_59_131 83_83_123_83_91_83_81_59_91_59_59_83_14_110_110 108_81_25_107_117_72_59_83_81_88_67_116_100 91_83_14_59_83_83_59_83_81_17_19_120_120_120_83 83_81_83_91_123_67_107_83_117_91_83_14_83_59_120_59_59_67_83_24_123 14_91_83_83_81_83_123_59_81_17_126_109_83_83_83_59_63_17 91_59_14_81_83_67_83_110_83_25_59_83_83,16_16_20_4_4_4_15_15_4_4_4_4_13_4 13_7_19_19_11_20_4 16_16_16_16_7_4_15_15_4_4_15_15 11_13_4_4_13_4_15_15_15_15 16_15_4_4_7_20_16_4 19_20_4_4_4_16_20_15_15_4_4_15_11_4_20_19 4_4_4_15_20_15_4_21_4_15_4_16_4_15_16 15_15_16_15_16 16_4_4_15_13_4_4_4_4_13_13_15_15_15_19_16 15_16 15_15_16_4_4_16_4_15_15 16_20_16_4_13_15 16_16_15_20_15_4_4_11_13_4_4 16_15_4_20_15_13_13_4_13_13_4_15_9 4_4_4_4_16_4_15_15_16_15_15_4_20_13_13 16_15_11_19_19_13_15_4_15_13_20_1_21 16_4_20_15_4_4_15_4_15_13_13_16_16_16_4 4_15_4_16_4_20_19_4_19_16_4_20_4_15_16_15_15_20_4_4_4 20_16_4_4_15_4_4_15_15_13_11_11_4_4_4_15_9_13 16_15_20_15_4_20_4_13_4_11_15_4_4,0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0
